id,parent_url,orig_doc_url,clean_doc_url,orig_fname,new_fname,upload_date,download_date,sha256_hash
80,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_14_supplement_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_14_supplement_mt.pdf,issue_14_supplement_mt.pdf,0080.pdf,2016-07-11T08:23:11+00:00,2024-12-30 10:37:36.287449,ff0c217517c253e2eda153c3834d2835485dcf3ae01633da1e6feb027356d14f
81,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_13_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_13_mt.pdf,issue_13_mt.pdf,0081.pdf,2015-08-20T11:59:36+00:00,2024-12-30 10:38:30.611949,4f6d46e90160cdbae0aaccb9e2ad58cc3c99689b1b459d92392a99cc6a6d9845
82,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_13_supplement_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_13_supplement_mt.pdf,issue_13_supplement_mt.pdf,0082.pdf,2015-08-20T11:56:14+00:00,2024-12-30 10:38:48.828614,01cf907fbe85ecc907296432285b762c3570ab71074a8dc0d3c4b3efa2763ce7
83,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_12_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_12_mt.pdf,issue_12_mt.pdf,0083.pdf,2014-11-26T11:11:16+00:00,2024-12-30 10:39:30.150371,73ee79056ab555faccb29dbeb64bfd7432856a9a1d7ed094c696136466765755
84,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_12_supplement_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_12_supplement_mt.pdf,issue_12_supplement_mt.pdf,0084.pdf,2014-11-26T11:11:12+00:00,2024-12-30 10:39:36.295500,2b437ef0083f7b271d17bc0101897489ddcd5f7e032b980b6c30ece8126813db
85,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_11_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_11_mt.pdf,issue_11_mt.pdf,0085.pdf,2014-04-07T12:35:03+00:00,2024-12-30 10:40:50.044488,6ef5544a981074a777094f3e8b82d0b915aecb6f7d7e0ebd5fece169d62b7097
86,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_11_supplement_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_11_supplement_mt.pdf,issue_11_supplement_mt.pdf,0086.pdf,2014-04-07T12:35:03+00:00,2024-12-30 10:40:57.880330,5565643c8d4005a72bb0dea3ff94f673b39e2270b5444045627c3e09bdf6440d
87,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_10_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_10_mt.pdf,issue_10_mt.pdf,0087.pdf,2013-10-22T12:21:27+00:00,2024-12-30 10:41:47.321443,7dfc2b0a4a53132ac80a83c723d370e015f0218d6883a7c119df073fa047804e
88,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_10_supplement_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_10_supplement_mt.pdf,issue_10_supplement_mt.pdf,0088.pdf,2013-10-22T12:21:28+00:00,2024-12-30 10:42:01.531027,c8d6a41029eec02c0737f7e885f01ae6881994b39fa65d64a49db23039e973bc
89,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_09_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_09_mt.pdf,issue_09_mt.pdf,0089.pdf,2013-04-24T08:12:56+00:00,2024-12-30 10:42:42.134327,318a52173af50d42fe2538453b2487a53f1074ca4604a4b244b19c059c293448
90,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_09_supplement_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_09_supplement_mt.pdf,issue_09_supplement_mt.pdf,0090.pdf,2013-04-24T08:12:56+00:00,2024-12-30 10:42:44.957672,961441b291bb9620d6e04001d3b50a6b05a0ecaa52eeccae9886ef3a090efeac
91,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_08_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_08_mt.pdf,issue_08_mt.pdf,0091.pdf,2012-11-15T08:04:32+00:00,2024-12-30 10:42:53.175225,9c038868a0ef85ced84365afe4a4c579fe18597cd9a4e3c57c587c4cc94dd8fc
92,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_08_supplement_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_08_supplement_mt.pdf,issue_08_supplement_mt.pdf,0092.pdf,2012-11-15T08:04:44+00:00,2024-12-30 10:43:18.926214,6cc296d3214ddb72ee624fe60a3b5232874919d7efff60c4d23ae304b44cb102
93,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_07_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_07_mt.pdf,issue_07_mt.pdf,0093.pdf,2012-01-09T12:17:50+00:00,2024-12-30 10:43:40.912373,3e5b2e91a6a7a959587fa28e8a54e6142c641575ad7ef768953bdf72676d2b90
94,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_06_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_06_mt.pdf,issue_06_mt.pdf,0094.pdf,2011-07-07T11:27:47+00:00,2024-12-30 10:43:54.191262,6f3fad2b7fc3dfb1420945346ace2d6210699cf770cbc2bcebb7ced20b0bf055
95,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_06_supplement_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_06_supplement_mt.pdf,issue_06_supplement_mt.pdf,0095.pdf,2011-07-07T11:27:48+00:00,2024-12-30 10:44:07.244589,ec7af0efc49c91df16513c145582d1c5cec889d2521c1f7491f21e78ec90b3ef
96,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_05_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_05_mt.pdf,issue_05_mt.pdf,0096.pdf,2011-03-15T08:30:46+00:00,2024-12-30 10:44:20.081640,64d91ed684c94ff537bf56b1e0687c9ff84518a038a169faa4f9ae471b837f6d
97,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_05_supplement_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_05_supplement_mt.pdf,issue_05_supplement_mt.pdf,0097.pdf,2011-03-15T10:45:42+00:00,2024-12-30 10:44:41.600783,e2683e4d0556548ca8af047630bbff97618a8709f415e132f9208fccf5fc892f
98,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,/translation/maltese/magazine/documents/issue_04_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_04_mt.pdf,issue_04_mt.pdf,0098.pdf,2010-10-21T07:42:55+00:00,2024-12-30 10:44:56.743571,f911cea5039f96fa7ff697f8d6dff2dccdef080a29324532ec54b7022a78a6de
99,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,http://ec.europa.eu/translation/maltese/magazine/documents/issue_03_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_03_mt.pdf,issue_03_mt.pdf,0099.pdf,2010-07-02T10:53:13+00:00,2024-12-30 10:45:16.183692,eedf89a7f578f45c5af4d0d06be114e9308af2542de8fd1bc565ec4ece8ea6f9
100,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,http://ec.europa.eu/translation/maltese/magazine/documents/issue_02_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_02_mt.pdf,issue_02_mt.pdf,0100.pdf,2010-04-27T12:35:34+00:00,2024-12-30 10:45:26.150006,94a3bf158288beac39ffa6783ba823d66455223fd0830e975a63027a465ea0b0
101,https://ec.europa.eu/translation/maltese/magazine/mt_magazine_en.htm,http://ec.europa.eu/translation/maltese/magazine/documents/issue_01_mt.pdf,https://ec.europa.eu/translation/maltese/magazine/documents/issue_01_mt.pdf,issue_01_mt.pdf,0101.pdf,2010-04-27T12:35:33+00:00,2024-12-30 10:45:38.826794,437242ab58ef3f0f4f4f0ccb0ee7be097e19883caff514fbd384c3ccc7f399f9
102,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2024/08/Il-HUTTAFA-182-Jun-2024-2.pdf,https://birdlifemalta.org/wp-content/uploads/2024/08/Il-HUTTAFA-182-Jun-2024-2.pdf,Il-HUTTAFA-182-Jun-2024-2.pdf,0102.pdf,2024-08-24T09:09:21+00:00,2024-12-30 10:47:09.347943,d6819e212af32e7bdddd93701fc41809cc97a0a7fc5779b8072d094b2287d296
103,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2024/04/IL-HUTTAFA-181-Apr-2024.pdf,https://birdlifemalta.org/wp-content/uploads/2024/04/IL-HUTTAFA-181-Apr-2024.pdf,IL-HUTTAFA-181-Apr-2024.pdf,0103.pdf,2024-04-24T07:45:58+00:00,2024-12-30 10:48:56.426229,1d42d8b0b4495a6f03dda0c27a344fff5c2ecbfcac39d188d66688d7f67fb4e4
104,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2024/04/IL-HUTTAFA-180-Feb-2024.pdf,https://birdlifemalta.org/wp-content/uploads/2024/04/IL-HUTTAFA-180-Feb-2024.pdf,IL-HUTTAFA-180-Feb-2024.pdf,0104.pdf,2024-04-24T07:46:24+00:00,2024-12-30 10:50:51.826203,6c7b36510e04ddf2e9fb10356ee0fb5c76c9407588612ceff16136bb76d7cd41
105,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2024/03/IL-HUTTAFA-179-Dec-2023.pdf,https://birdlifemalta.org/wp-content/uploads/2024/03/IL-HUTTAFA-179-Dec-2023.pdf,IL-HUTTAFA-179-Dec-2023.pdf,0105.pdf,2024-03-04T14:10:37+00:00,2024-12-30 10:52:54.821564,371a4e1df8c88f4e757e2a67d92bf574bd7ddb973d92451a7cf1b3028f058df1
106,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2023/10/IL-HUTTAFA-178.pdf,https://birdlifemalta.org/wp-content/uploads/2023/10/IL-HUTTAFA-178.pdf,IL-HUTTAFA-178.pdf,0106.pdf,2023-10-24T07:25:32+00:00,2024-12-30 10:55:01.430891,2cbd1c1521d93fe44bb67d5a438ee3a508f976abd06d5c545c64212847c07bbf
107,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2023/08/IL-HUTTAFA-177-Aug-2023.pdf,https://birdlifemalta.org/wp-content/uploads/2023/08/IL-HUTTAFA-177-Aug-2023.pdf,IL-HUTTAFA-177-Aug-2023.pdf,0107.pdf,2023-08-14T17:10:27+00:00,2024-12-30 10:58:17.070610,fc90e57179df3f93e23e35606a34d5db12b2cf86cb06f4527c43fe7e5f5aa949
108,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2023/06/IL-HUTTAFA-176-Jun-2023.pdf,https://birdlifemalta.org/wp-content/uploads/2023/06/IL-HUTTAFA-176-Jun-2023.pdf,IL-HUTTAFA-176-Jun-2023.pdf,0108.pdf,2023-06-14T07:25:27+00:00,2024-12-30 11:00:29.350731,6b3468eca8163aa81fc3b886591046a516cd593511af7a41ff0e818f4e8580b7
109,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2023/04/IL-HUTTAFA-175-Apr-2023.pdf,https://birdlifemalta.org/wp-content/uploads/2023/04/IL-HUTTAFA-175-Apr-2023.pdf,IL-HUTTAFA-175-Apr-2023.pdf,0109.pdf,2023-04-14T19:30:35+00:00,2024-12-30 11:02:41.879376,eca9964702f56e279cb22ba8b570fd0ca0411dfd689632ad5f57edc1d449b5ee
110,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2023/02/IL-HUTTAFA-174-Feb-2023.pdf,https://birdlifemalta.org/wp-content/uploads/2023/02/IL-HUTTAFA-174-Feb-2023.pdf,IL-HUTTAFA-174-Feb-2023.pdf,0110.pdf,2023-02-18T09:00:26+00:00,2024-12-30 11:05:22.961822,908357c964f89dbda5689f0759dbeae708cc5761b94759824e9be0a709236c4a
111,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2022/12/IL-HUTTAFA-173.pdf,https://birdlifemalta.org/wp-content/uploads/2022/12/IL-HUTTAFA-173.pdf,IL-HUTTAFA-173.pdf,0111.pdf,2022-12-07T07:13:55+00:00,2024-12-30 11:07:31.782677,1a6adb36de6e4889a462ba94da401e46ed13175523fa47e4ed149f4d5fb1e244
112,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2022/11/Il-Huttafa-172.pdf,https://birdlifemalta.org/wp-content/uploads/2022/11/Il-Huttafa-172.pdf,Il-Huttafa-172.pdf,0112.pdf,2022-11-08T20:28:42+00:00,2024-12-30 11:09:12.494661,a66cb815995b6609d98920f0a397a2115ae6c15486f558e33577bf5c77054241
113,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2022/09/IL-HUTTAFA-171-Aug-2022.pdf,https://birdlifemalta.org/wp-content/uploads/2022/09/IL-HUTTAFA-171-Aug-2022.pdf,IL-HUTTAFA-171-Aug-2022.pdf,0113.pdf,2022-09-04T08:27:34+00:00,2024-12-30 11:10:35.846918,8a4ff7f7c62c0edad4c363bd8710827155691e0f822b54ff70c20475f30b9643
114,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2022/06/IL-HUTTAFA-170-Jun-2022.pdf,https://birdlifemalta.org/wp-content/uploads/2022/06/IL-HUTTAFA-170-Jun-2022.pdf,IL-HUTTAFA-170-Jun-2022.pdf,0114.pdf,2022-06-25T07:53:40+00:00,2024-12-30 11:12:22.271356,9a22c6aa617258eb6f2a7c9b948a5b25a0dd43b6773f157b35886833501dca19
115,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2022/05/IL-HUTTAFA-169-Apr-2022.pdf,https://birdlifemalta.org/wp-content/uploads/2022/05/IL-HUTTAFA-169-Apr-2022.pdf,IL-HUTTAFA-169-Apr-2022.pdf,0115.pdf,2022-05-13T12:26:42+00:00,2024-12-30 11:13:31.792016,926ae800e0d9885eddfbbf3b6446e81b82e3802047304a6c8e20d650f31da0a1
116,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2022/03/IL-HUTTAFA-168-Feb-2022.pdf,https://birdlifemalta.org/wp-content/uploads/2022/03/IL-HUTTAFA-168-Feb-2022.pdf,IL-HUTTAFA-168-Feb-2022.pdf,0116.pdf,2022-03-07T19:34:45+00:00,2024-12-30 11:15:06.650081,e616df51399c361d71d2cb25a294a708ee7b49d5746b021fe8aa5a24e028c27e
117,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2022/03/IL-HUTTAFA-167-Dec-2021.pdf,https://birdlifemalta.org/wp-content/uploads/2022/03/IL-HUTTAFA-167-Dec-2021.pdf,IL-HUTTAFA-167-Dec-2021.pdf,0117.pdf,2022-03-07T19:32:40+00:00,2024-12-30 11:16:32.772610,3884dbcd67af56f1cd6ae4a4b73cb57967f9b7b51c3970c6f4f4a70d9e7e3eb4
118,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2021/11/IL-HUTTAFA-166-Oct-2021.pdf,https://birdlifemalta.org/wp-content/uploads/2021/11/IL-HUTTAFA-166-Oct-2021.pdf,IL-HUTTAFA-166-Oct-2021.pdf,0118.pdf,2021-11-04T10:17:17+00:00,2024-12-30 11:18:01.053386,81c1f0928d93ace7d95f478069a19c74344f592a7873c7500affad1bfc460452
119,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2021/08/IL-HUTTAFA-165-Aug-2021.pdf,https://birdlifemalta.org/wp-content/uploads/2021/08/IL-HUTTAFA-165-Aug-2021.pdf,IL-HUTTAFA-165-Aug-2021.pdf,0119.pdf,2021-08-11T15:24:30+00:00,2024-12-30 11:19:31.363912,20b953462178a4f6d518e1e8ad35629ed22aa983c522168fa21b72e011407c17
120,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2021/07/IL-HUTTAFA-164-Jun-2021.pdf,https://birdlifemalta.org/wp-content/uploads/2021/07/IL-HUTTAFA-164-Jun-2021.pdf,IL-HUTTAFA-164-Jun-2021.pdf,0120.pdf,2021-07-01T22:12:27+00:00,2024-12-30 11:20:58.198766,ed640dec2f1e848f90eaf312ed420b34c9e123dc422e232ebae0a29bec22392c
121,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2021/05/IL-HUTTAFA-163-Mar-Apr-2021.pdf,https://birdlifemalta.org/wp-content/uploads/2021/05/IL-HUTTAFA-163-Mar-Apr-2021.pdf,IL-HUTTAFA-163-Mar-Apr-2021.pdf,0121.pdf,2021-05-15T17:10:17+00:00,2024-12-30 11:22:18.729352,55fb26dc87783b70d6d84fb6e135e38f714156edca4a00ba85e64106f81f60e0
122,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2021/03/IL-HUTTAFA-162-Feb-2021.pdf,https://birdlifemalta.org/wp-content/uploads/2021/03/IL-HUTTAFA-162-Feb-2021.pdf,IL-HUTTAFA-162-Feb-2021.pdf,0122.pdf,2021-03-05T07:20:26+00:00,2024-12-30 11:23:50.025420,3809dcfb14c4ac1343682cf21be5c2047d9a85fdcb96f67f2985a2be8e908eca
123,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2020/12/IL-HUTTAFA-161-Dec-2020.pdf,https://birdlifemalta.org/wp-content/uploads/2020/12/IL-HUTTAFA-161-Dec-2020.pdf,IL-HUTTAFA-161-Dec-2020.pdf,0123.pdf,2020-12-14T11:22:41+00:00,2024-12-30 11:24:50.696053,c4c6a38d586a4a454a84e27d1cc840d4009a6372e21ba9dfed348b041d2f214f
124,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2020/10/IL-HUTTAFA-160-Sep-Oct-2020.pdf,https://birdlifemalta.org/wp-content/uploads/2020/10/IL-HUTTAFA-160-Sep-Oct-2020.pdf,IL-HUTTAFA-160-Sep-Oct-2020.pdf,0124.pdf,2020-10-19T08:09:45+00:00,2024-12-30 11:25:35.875447,f7a06e7e9aee18bef4b46222d30783534afe773926fa5a104aa96fb013b24197
125,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2020/08/IL-HUTTAFA-159-low-res.pdf,https://birdlifemalta.org/wp-content/uploads/2020/08/IL-HUTTAFA-159-low-res.pdf,IL-HUTTAFA-159-low-res.pdf,0125.pdf,2020-08-30T15:51:56+00:00,2024-12-30 11:26:53.625523,2f97db2ddba3fb2c4b06a2ddc5da8dd3aee7d60243fd4ea32e51a90073008c62
126,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2020/07/IL-ĦUTTAFA-158-Jun-2020.pdf,https://birdlifemalta.org/wp-content/uploads/2020/07/IL-ĦUTTAFA-158-Jun-2020.pdf,IL-ĦUTTAFA-158-Jun-2020.pdf,0126.pdf,2020-07-07T14:50:56+00:00,2024-12-30 11:27:40.949542,35b11648a58fee0a32ee754687cf31a77492ef2c2b5d2aeeb76dacf36d225437
127,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2020/05/IL-ĦUTTAFA-157-Apr-2020.pdf,https://birdlifemalta.org/wp-content/uploads/2020/05/IL-ĦUTTAFA-157-Apr-2020.pdf,IL-ĦUTTAFA-157-Apr-2020.pdf,0127.pdf,2020-05-06T08:28:24+00:00,2024-12-30 11:28:57.379562,a78cdd0824392ecad456c47306ec2eccc9c2dbf8ba83dd792755fd1dfb4a12f2
128,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2020/04/IL-ĦUTTAFA-156-Feb-2020.pdf,https://birdlifemalta.org/wp-content/uploads/2020/04/IL-ĦUTTAFA-156-Feb-2020.pdf,IL-ĦUTTAFA-156-Feb-2020.pdf,0128.pdf,2020-04-27T11:35:34+00:00,2024-12-30 11:29:49.829400,2f43d56e4e498a73f68774aac3b5680b7593219ebe252392c5e21bed70b2f1ef
129,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2019/12/IL-ĦUTTAFA-155-Dec-2019.pdf,https://birdlifemalta.org/wp-content/uploads/2019/12/IL-ĦUTTAFA-155-Dec-2019.pdf,IL-ĦUTTAFA-155-Dec-2019.pdf,0129.pdf,2019-12-18T09:29:25+00:00,2024-12-30 11:30:52.128905,f4a7ce164c0d0777a47f1b5cde2dc95ca9c3540f39fd1c19684b468d28c6647b
130,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2019/11/IL-ĦUTTAFA-154-Oct-2019-1.pdf,https://birdlifemalta.org/wp-content/uploads/2019/11/IL-ĦUTTAFA-154-Oct-2019-1.pdf,IL-ĦUTTAFA-154-Oct-2019-1.pdf,0130.pdf,2019-11-06T12:12:20+00:00,2024-12-30 11:31:37.841235,4c518a67897160c515365bd5731f3b630cde57d8067c98abc410960cdd98cae4
131,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2019/08/IL-ĦUTTAFA-153-Aug-2019.pdf,https://birdlifemalta.org/wp-content/uploads/2019/08/IL-ĦUTTAFA-153-Aug-2019.pdf,IL-ĦUTTAFA-153-Aug-2019.pdf,0131.pdf,2019-08-22T09:34:51+00:00,2024-12-30 11:32:24.014625,5d89e6e5b05045354d9cc4eab3676ecceb19f409ab01eb89fb1dd6cac173919d
132,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2019/06/IL-ĦUTTAFA-152-Jun-2019.pdf,https://birdlifemalta.org/wp-content/uploads/2019/06/IL-ĦUTTAFA-152-Jun-2019.pdf,IL-ĦUTTAFA-152-Jun-2019.pdf,0132.pdf,2019-06-21T10:51:16+00:00,2024-12-30 11:33:11.508418,cc949a2538dd860364f8ffefc37d1a0b06666ee55a3c4193a65bb5039b590ee9
133,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2019/05/IL-ĦUTTAFA-151-Apr-2019.pdf,https://birdlifemalta.org/wp-content/uploads/2019/05/IL-ĦUTTAFA-151-Apr-2019.pdf,IL-ĦUTTAFA-151-Apr-2019.pdf,0133.pdf,2019-05-06T07:53:33+00:00,2024-12-30 11:33:55.760826,7c2e99ac5a20afa9e64b7d2bdfe0eba365e00610cdfe384bd317ea7342079752
134,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2019/02/IL-ĦUTTAFA-150-Feb-2019.pdf,https://birdlifemalta.org/wp-content/uploads/2019/02/IL-ĦUTTAFA-150-Feb-2019.pdf,IL-ĦUTTAFA-150-Feb-2019.pdf,0134.pdf,2019-02-21T22:09:23+00:00,2024-12-30 11:34:44.626435,0fe00de666dd1ba1abb743ecdf22084eaae29bec6e0d0b3e99ab81513da6b6c4
135,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2019/02/IL-ĦUTTAFA-149-Dec-2018.pdf,https://birdlifemalta.org/wp-content/uploads/2019/02/IL-ĦUTTAFA-149-Dec-2018.pdf,IL-ĦUTTAFA-149-Dec-2018.pdf,0135.pdf,2019-02-21T22:09:57+00:00,2024-12-30 11:35:26.631927,c4b801b7afbe331ca4ebaf7b11418189744555a67364d3e105f4caf71d036cd1
136,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2018/10/IL-ĦUTTAFA-148-Oct-2018.pdf,https://birdlifemalta.org/wp-content/uploads/2018/10/IL-ĦUTTAFA-148-Oct-2018.pdf,IL-ĦUTTAFA-148-Oct-2018.pdf,0136.pdf,2018-10-24T15:51:41+00:00,2024-12-30 11:36:04.282183,0462301efad5d57a3a2e07656b5ea2c17ba83ad6c9805672df8d62e7b691a655
137,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2018/09/IL-ĦUTTAFA-147-Aug-2018.pdf,https://birdlifemalta.org/wp-content/uploads/2018/09/IL-ĦUTTAFA-147-Aug-2018.pdf,IL-ĦUTTAFA-147-Aug-2018.pdf,0137.pdf,2018-09-01T14:51:34+00:00,2024-12-30 11:36:54.007185,9fd9e5ee1ea0dbe78a34041138935e99c051af194e948624821dc7ef4f112604
138,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2018/07/IL-ĦUTTAFA-146-Jun-2018.pdf,https://birdlifemalta.org/wp-content/uploads/2018/07/IL-ĦUTTAFA-146-Jun-2018.pdf,IL-ĦUTTAFA-146-Jun-2018.pdf,0138.pdf,2018-07-06T08:22:33+00:00,2024-12-30 11:37:45.180645,f5f60ea414b7e441dbd2bde471be7bc9d5365f7c62bf09a6cdab9005255a1f66
139,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2018/05/IL-ĦUTTAFA-145-Apr-2018.pdf,https://birdlifemalta.org/wp-content/uploads/2018/05/IL-ĦUTTAFA-145-Apr-2018.pdf,IL-ĦUTTAFA-145-Apr-2018.pdf,0139.pdf,2018-05-01T06:50:25+00:00,2024-12-30 11:38:27.146996,288eb6d8d2c2a2b8c4aebe3d734603cd6db36e91574c471240eed1d008204f4d
140,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2018/03/IL-ĦUTTAFA-144-Feb-2018.pdf,https://birdlifemalta.org/wp-content/uploads/2018/03/IL-ĦUTTAFA-144-Feb-2018.pdf,IL-ĦUTTAFA-144-Feb-2018.pdf,0140.pdf,2018-03-13T15:50:01+00:00,2024-12-30 11:39:17.153869,6256ffdae76eb47edb54b821c455f931416962282a48c65bcfd9156453d0d095
141,https://birdlifemalta.org/information/publications/il-huttafa/,https://birdlifemalta.org/wp-content/uploads/2018/03/IL-ĦUTTAFA-143-Dec-2017.pdf,https://birdlifemalta.org/wp-content/uploads/2018/03/IL-ĦUTTAFA-143-Dec-2017.pdf,IL-ĦUTTAFA-143-Dec-2017.pdf,0141.pdf,2018-03-13T15:49:55+00:00,2024-12-30 11:40:01.487931,db645497fcfaf4f4382403756c3a4abd5b9a11e4ef785ae2c8927c906939bcd3
